memType,storyIx,sentIx,sent,majorBin,expectedBin,eventOrNot
retold,3,0,It was the birthday of a family member.,0.875,0.875,1.0
retold,3,1,I had prepared for it by gathering items necessary for the party.,0.0,0.75,0.75
retold,3,2,"I had bought candles, a cake, lights, balloons, and other miscellaneous supplies necessary for celebrating their birthday.",0.0,0.5,0.5
retold,3,3,I prepared for the birthday party by first unpacking the supplies and then preparing the table.,0.125,0.5,0.5
retold,3,4,I then unpacked the cake and placed it on the table.,0.0,0.625,0.625
retold,3,5,"I spent some time setting up the remainder of the supplies, preparing our house for the party.",0.125,0.5,0.625
retold,3,6,"When my family member saw the cake, they were elated.",0.0,0.875,0.875
retold,3,7,It was a nice setup.,0.0,0.125,0.125
retold,3,8,Soon we lit the candles.,0.0,0.375,0.375
retold,3,9,"There were many candles on the cake, because they looked good on the type of cake that I had bought.",0.125,0.375,0.5
retold,3,10,"We lit the candles, and soon the candles erupted into a large flame.",0.625,0.25,0.875
retold,3,11,The flames had joined each other into sort of a bonfire like appearance.,0.25,0.25,0.5
retold,3,12,It was funny but somewhat dangerous.,0.0,0.25,0.25
retold,3,13,My family member had to blow them out quickly before the whole cake burned up!,0.25,0.375,0.625
retold,3,14,My family enjoyed the party.,0.0,0.25,0.25
imagined,3,0,I was at starbucks yesterday morning.,0.375,0.75,0.875
imagined,3,1,It was a normal day in Portland Oregon.,0.25,0.0,0.25
imagined,3,2,I was in the bathroom and some dude was shooting up in the stall.,0.875,0.0,0.875
imagined,3,3,I told the staff to watch out he may be using in the bathroom.,0.375,0.25,0.625
imagined,3,4,It turned out to be true and he overdosed.,0.875,0.25,1.0
imagined,3,5,"After about 30 minutes of waiting for him to emerge, they finally called the police.",0.25,0.5,0.625
imagined,3,6,He was out in the bathroom stall but still breathing.,0.25,0.375,0.5
imagined,3,7,I actually know the guy kinda which is weird well I have seen him a few times.,0.25,0.125,0.375
imagined,3,8,They were able to bring him back to life.,0.625,0.125,0.75
imagined,3,9,He was taken to treatment hopefully he sticks with it but it is very doubtful.,0.375,0.375,0.75
imagined,3,10,It is one of the problems with liberal cities.,0.25,0.25,0.375
imagined,3,11,They totally allow people to use drugs anywhere and sometimes even help them inject in some cities.,0.375,0.125,0.375
imagined,3,12,In every bathroom in portland there is a used needle trash can.,0.25,0.25,0.5
imagined,3,13,I do not support drug use around the city and in public or really anywhere.,0.25,0.0,0.25
imagined,3,14,I hope that guy is ok and figures things out but that is doubtful he will be dead in a year at the rate he is going.,0.125,0.125,0.25
recalled,2,0,My story is about a family reunion in June of this year.,0.75,0.625,0.875
recalled,2,1,My dad turned 90 on July 4th and he is the last  person alive on his side of the family.,0.25,0.75,0.75
recalled,2,2,My grandparents came here when they were nineteen from Europe around 1911.,0.5,0.375,0.5
recalled,2,3,They had three boys and one girl .,0.25,0.625,0.625
recalled,2,4,I  have one whole sister and one half sister.,0.0,0.5,0.5
recalled,2,5,My dad and mom got divorced when I was sixteen.,0.5,0.5,0.75
recalled,2,6,He remarried a girl much younger that was my babysitter and they had one girl.,0.625,0.25,0.875
recalled,2,7,"After he married her , she stopped inviting me and my sister over   and my dad would call occasionally and say come over, but when you weren't invited over for the past few years, you don't feel that invite is sincere and I didn't go.",0.875,0.25,0.875
recalled,2,8,So I am not close with my half sister and we barely speak when we see each other out.,0.375,0.5,0.75
recalled,2,9,My cousins parents from my dad's siblings never got divorced.,0.25,0.375,0.625
recalled,2,10,So my cousins wanted to come in for my dad's 90th and they brought all kinds of food and pictures and we had a good time .,0.5,0.125,0.5
recalled,2,11,Lots of pictures were taken and everything was great.,0.25,0.5,0.625
recalled,2,12,I just felt that my life and relationship with my dad was very different than my cousins and they don't understand what it is like when parents get divorced and how kids can be treated because of it.,0.125,0.375,0.5
recalled,2,13,I feel cheated in that respect and felt envious that they had normal childhoods and good relationships with their parents.,0.25,0.375,0.5
recalled,2,14,I still talk to my dad when I see him in the local grocery store but it is just casual talk and that is kind of sad.,0.25,0.5,0.625
recalled,2,15,He is not going to be around much longer and I wish things had been different between us but I don't think it was all my fault .,0.125,0.25,0.375
recalled,2,16,I think that will probably be our last family reunion .,0.25,0.0,0.25
recalled,2,17,I am glad I got to see everyone and we had a great time.,0.0,0.125,0.125
recalled,2,18,But it is also sad that it probably won't happen again .,0.25,0.125,0.25
recalled,2,19,Not much you can do but accept things as they are and not dwell on them.,0.0,0.125,0.125
retold,1,0,My  cousins from my dad's side of the family and from  out of town called and said they were coming in .,0.875,0.125,0.875
retold,1,1,They said it would be a reunion .,0.625,0.125,0.625
retold,1,2,I asked what they wanted me to bring and they told some things I could bring.,0.25,0.375,0.625
retold,1,3,I asked them why were they doing it because I thought maybe my dad was sick and nobody informed me of it.,0.25,0.375,0.625
retold,1,4,He is turning ninety this year .,0.375,0.375,0.625
retold,1,5,"The one cousin I asked said just to come in, I think.",0.125,0.375,0.5
retold,1,6,So it kind of worried me  that something might be wrong with him.,0.25,0.25,0.5
retold,1,7,But they came in and a lot of people were there and we had a good time.,0.5,0.5,0.75
retold,1,8,We ate and took pictures and showed each other pictures of all our families and people in our family who had died.,0.25,0.5,0.625
retold,1,9,It was sad because our grandparents had died and all of my cousins parents had died .,0.125,0.5,0.625
retold,1,10,There was no one left on my dad's side but him.,0.25,0.25,0.375
retold,1,11,All his brothers and sisters and their spouses were dead.,0.125,0.125,0.25
retold,1,12,We gave each other small gifts and made to go boxes of left over food for everyone and then cleaned up the kitchen.,0.375,0.625,0.75
retold,1,13,One of my cousins was a photographer and we went outside and took a lot of outdoor pictures of everyone and later he put them online for us.,0.375,0.375,0.625
retold,1,14,"It was good to see everyone and it felt like when we were all kids and were at our grandparents house eating her food and seeing each other, like at Christmas or Thanksgiving.",0.125,0.25,0.375
retold,1,15,Most of them brought the food that grandma made when we were growing up so that made it feel even more like a family reunion .,0.25,0.375,0.625
retold,1,16,It was a fun day and sad also when my dad gave a little speech at the end and said how proud he was of all of us.,0.375,0.25,0.625
retold,1,17,He teared up some and I think everyone else did too.,0.125,0.375,0.5
retold,1,18,It was sad because everyone has to die and we aren't here for very long.,0.125,0.0,0.125
retold,1,19,It made us aware of that I think and it was sad but also fun to see everyone.,0.125,0.0,0.125
retold,1,20,We made plans to see each other again in September and I am looking forward to that .,0.5,0.375,0.75
retold,1,21,Some of them have to fly in so not sure how many will make it.,0.125,0.125,0.25
retold,1,22,I will go to that event since it is only an hour and a half away from me and an easy drive.,0.125,0.125,0.25
imagined,2,0,"The last month has been pretty wild, but I'm finally starting to settle in.",0.5,0.125,0.5
imagined,2,1,"Moving away from my hometown was a crazy change, and it's hard to believe I actually went through with it.",0.375,0.25,0.5
imagined,2,2,Most people don't.,0.0,0.125,0.125
imagined,2,3,Ultimately though I was just too bored in my hometown.,0.25,0.375,0.5
imagined,2,4,Seeing the same friends at the same places while drinking and eating the same things just grows so tiresome.,0.25,0.375,0.625
imagined,2,5,At least for me anyway.,0.125,0.0,0.125
imagined,2,6,"It was my snoozefest of a desk job that forced me to pack up and head across the country for a new life, but the dull familiarity of the area was a big reason too.",0.375,0.25,0.5
imagined,2,7,I needed a change in the worst way.,0.125,0.125,0.25
imagined,2,8,I probably should give myself more credit for actually pulling such a change off too.,0.125,0.0,0.125
imagined,2,9,Even if that change means starting at the bottom at a new job and living in a tiny apartment.,0.5,0.5,0.625
imagined,2,10,"But it's new and it's fresh, and that's the significant part.",0.375,0.375,0.625
imagined,2,11,"I have a whole new area to explore here out west, and the weather here makes back home feel like Russia.",0.25,0.25,0.375
imagined,2,12,I know some of my friends are already thinking about coming to visit for a weekend or so.,0.25,0.5,0.75
imagined,2,13,"In a way I don't want them out here, but I would certainly like to see them eventually.",0.125,0.375,0.375
imagined,2,14,"This new life has the potential to really let me grow in ways that I never could back home, so I'm just pumped about getting to blaze my own trail at this point in my life.",0.375,0.25,0.375
recalled,3,0,"After having a career-ending stroke 2 years ago, I had to have many operations in 2018.",0.75,0.125,0.75
recalled,3,1,I then was placed on disability social security and suddenly found myself retired.,0.625,0.625,1.0
recalled,3,2,"Luckily, I just lost some use of my legs and went blind in my left eye, but better than those that suffered far worse then I.",0.875,0.0,0.875
recalled,3,3,"Within this time, I became reacquainted with my very first kiss 48 years earlier.",0.875,0.125,1.0
recalled,3,4,Her name was Debbie.,0.125,0.0,0.125
recalled,3,5,"While talking with her on New Year's Day 2019, she mentioned she was lonely, as was I.",0.375,0.625,0.875
recalled,3,6,She said she was very single and living with her son in Daytona Beach Florida and invited me down (I lived in a suburb of Cleveland Ohio at the time.),0.5,0.25,0.75
recalled,3,7,"I planned to visit her, as I was nearing the end of my operations, and pretty sick of Northern winter weather.",0.375,0.625,0.75
recalled,3,8,"So, I visited this woman I had not seen in 48 years in April of this year.",0.5,0.0,0.5
recalled,3,9,"I was shocked that she wanted to see me the entire time I was there, but dismayed I didn't get our second kiss.",0.75,0.375,0.875
recalled,3,10,I found and find her very attractive still.,0.375,0.25,0.625
recalled,3,11,"When I got back up north, I still played in my mind the idea of moving down to Daytona Beach.",0.375,0.375,0.5
recalled,3,12,"My life as I knew it, was over in Ohio.",0.375,0.25,0.5
recalled,3,13,"No job, no children, friends were far gone.",0.5,0.625,0.625
recalled,3,14,"Thus, I took a big chance and decided to move down.",0.75,0.375,0.875
recalled,3,15,"I found a home in June of 2019, that sounded great!",0.25,0.625,0.625
recalled,3,16,"It was furnished and the cost was affordable, thus I decided on it, and began to throw away all my furniture and everthing else from my long past.",0.5,0.375,0.625
recalled,3,17,"When I finally moved down in late July of 2019, I got here and found that I was a victim of an internet scam by the woman selling me a place to live.",0.875,0.25,0.875
recalled,3,18,There was no house.,0.625,0.125,0.625
recalled,3,19,I had to live in a Motel 6 and an Airbnb until I could borrow money from my sister to find a home.,0.75,0.375,0.875
recalled,3,20,"The move itself now cost me $2000 and I have no furniture, forks, knives, dishes, pots, pans.....well I had nothing to put into it.",0.625,0.5,0.75
recalled,3,21,"And it took me until the 3rd week of August to move in, and then I find out that a Hurricane is currently headed straight for Daytona Beach right now.",0.875,0.25,1.0
recalled,3,22,And the relationship with Debbie is more of a friend thing than a romantic one I was hoping for.,0.375,0.5,0.875
recalled,3,23,"But, I plan to now make this my home and see what happens.",0.25,0.125,0.375
retold,1,0,I was about to move from Ohio to Florida.,0.625,0.25,0.875
retold,1,1,"I felt stagnant in Ohio, while at the same time I was interested in a woman I had met nearly 40 years ago when we both shared out first kiss when we were both 13.",0.625,0.375,0.75
retold,1,2,"I had a stroke 2 years ago, and was now retired.",0.75,0.125,0.875
retold,1,3,"I found that I had no contact with my old friends anymore, and was hating the northern weather.",0.125,0.5,0.5
retold,1,4,At this same time I had been talking to my first kiss when I was quite young.,0.5,0.25,0.75
retold,1,5,She was/is very beautiful and very nice.,0.25,0.25,0.375
retold,1,6,I was shocked that she had been single for almost 12 years.,0.625,0.25,0.75
retold,1,7,It didn't sound like a horrible idea moving down to Daytona Beach Florida from Cleveland Ohio either.,0.375,0.5,0.625
retold,1,8,"The weather would be perfect, the ocean was near, and the chance for romance spurned me on.",0.375,0.125,0.375
retold,1,9,"As good as I planned this trip from January to July, everything convinced me that this was a great move for me.",0.375,0.375,0.375
retold,1,10,"I had a furnished mobile home awaiting me, the lady I was interested lived very near where I would me, and money would be plentiful for my happiness.",0.625,0.5,0.875
retold,1,11,"But, then everything that could've gone wrong did.",0.5,0.125,0.625
retold,1,12,I had 4 goodbye evenings planned to say goodbye to people I knew in Ohio.,0.5,0.5,0.75
retold,1,13,Practically noone showed up at any of them.,0.625,0.375,1.0
retold,1,14,I did manage to give some things to a couple friends that were very good momentos of my life.,0.25,0.75,0.875
retold,1,15,"And I gave, sold, or left behind all my furniture as I was just moving myself and my 2 cats down to Florida in my car.",0.25,0.375,0.625
retold,1,16,Just some few momentos and my clothes were all I took.,0.0,0.375,0.375
retold,1,17,And then things got worse.........,0.375,0.125,0.5
retold,1,18,"When I got down to Florida, I found out that I'd been scammed by the person that said they had a mobile home for me to rent.",1.0,0.125,1.0
retold,1,19,THERE WAS NO FURNISHED HOME!,0.75,0.25,0.75
retold,1,20,Talk about being floored!,0.25,0.0,0.25
retold,1,21,I had to stay and pay for a motel room at first (that the landlord said she would cover.),0.5,0.5,0.875
retold,1,22,"After finding out about the scam, I booked myself into a cheaper (yet expensive) Airbnb while I tried to figure out where to stay.",0.25,0.625,0.875
retold,1,23,"During all this, the woman I came down to see said she didn't want a romance, and that she just wanted a friendly platonic thing.",0.875,0.375,0.875
retold,1,24,(This after  talking to her for over 2 years over the phone.,0.375,0.25,0.625
retold,1,25,"Thanks to my sister lending me the money, I have now found a mobile home that I have bought with my sister's money.",0.75,0.375,0.875
retold,1,26,"I have no furniture, and very little money to try and furnish it and to get by.",0.375,0.25,0.5
imagined,2,0,I attended a friends wedding today.,0.875,0.75,1.0
imagined,2,1,"She had been involved with her fiance for quite a while, and I always knew they should be together.",0.25,0.375,0.375
imagined,2,2,It went well and was very cute.,0.125,0.25,0.375
imagined,2,3,They both liked the same colors and everything was beautiful.,0.125,0.25,0.375
imagined,2,4,All her friends from the past were part of the ceremony and it was quite uplifting.,0.25,0.125,0.25
imagined,2,5,I was glad they shortened the ceremony a bit.,0.5,0.125,0.5
imagined,2,6,They had original plans to do a lot more and spend more time on ceremony type things.,0.25,0.25,0.375
imagined,2,7,But in the end they just focused on things they both liked and what they knew the guests would like also.,0.5,0.125,0.5
imagined,2,8,So the main focus was on food and games.,0.375,0.25,0.5
imagined,2,9,Not so much the formal aspects.,0.25,0.0,0.25
imagined,2,10,They had so much food to choose from.,0.375,0.375,0.75
imagined,2,11,It was quite entertaining the different choices they had.,0.25,0.125,0.375
imagined,2,12,So much variety in foods.,0.125,0.125,0.25
imagined,2,13,It probably went along with their multicultural families and life styles.,0.25,0.0,0.25
imagined,2,14,Overall one of the best weddings I have every attended.,0.25,0.0,0.25
recalled,3,0,"About 2 months ago, I went to my little sister's wedding.",0.875,0.875,1.0
recalled,3,1,It was a simple affair in the backyard of a friend's house.,0.25,0.0,0.25
recalled,3,2,She was marrying her girlfriend of 5 years.,0.375,0.25,0.625
recalled,3,3,My parents were there as well as my dad's sisters.,0.25,0.125,0.375
recalled,3,4,Also in attendance were her girlfriend's family and friends.,0.25,0.0,0.25
recalled,3,5,The service was lovely.,0.125,0.375,0.375
recalled,3,6,Both brides tried to hold back tears of joy as they gave their vows.,0.25,0.375,0.625
recalled,3,7,Those tears also brought tears to the audience's eyes.,0.125,0.5,0.625
recalled,3,8,"Afterward, were took pictures with the brides.",0.125,0.75,0.875
recalled,3,9,"While we were doing that, the food was starting to be served.",0.125,0.5,0.625
recalled,3,10,Everything was cooked by various guests of the wedding.,0.375,0.25,0.5
recalled,3,11,The best food served was the burnt ends brought by my dad.,0.375,0.125,0.5
recalled,3,12,The barbecue on them tasted great and the meat was so soft and chewy.,0.125,0.25,0.375
recalled,3,13,It really felt like it came from a professional.,0.125,0.0,0.125
recalled,3,14,"Overall, it was a very fun experience.",0.0,0.125,0.125
recalled,3,15,I believe those 2 will be together for the rest of their lives.,0.125,0.125,0.25
recalled,3,16,They are perfect for each other.,0.0,0.0,0.0
retold,1,0,Two women decided to be together for the rest of their lives on this day.,1.0,0.125,1.0
retold,1,1,It took place on a breezy and cool May afternoon.,0.25,0.125,0.375
retold,1,2,It was a beautiful ceremony attended by friends and family.,0.5,0.375,0.625
retold,1,3,There were tears shed as they gave their vows.,0.25,0.25,0.375
retold,1,4,"Afterward, there was a nice assortment of food served.",0.125,0.875,0.875
retold,1,5,I was able to enjoy some of the best burnt ends I had ever had.,0.25,0.125,0.375
retold,1,6,The wedding cake also tasted great.,0.125,0.375,0.5
retold,1,7,It was was made by one of the brides who has great cooking skills.,0.25,0.125,0.375
retold,1,8,"As for the women, they are very happy right now.",0.25,0.25,0.375
retold,1,9,They both work hard at their jobs.,0.125,0.5,0.625
retold,1,10,They also love each other very much.,0.25,0.25,0.375
retold,1,11,Their relationship feels like a template and a good example to follow.,0.25,0.125,0.375
retold,1,12,They get along very well and are able to communicate.,0.25,0.125,0.375
retold,1,13,They also play well off each other in conversations.,0.25,0.25,0.375
retold,1,14,Overall I'm happy that they found each other.,0.25,0.125,0.25
retold,1,15,I hope I'm able to find something like that in my future.,0.25,0.125,0.25
imagined,3,0,It went really well and you could tell the low income people were really happy here.,0.5714285714285714,0.1428571428571428,0.5714285714285714
imagined,3,1,A lot of them were just really intrigued by the whole process of growing a garden.,0.2857142857142857,0.1428571428571428,0.2857142857142857
imagined,3,2,I really have to say it intrigued me too.,0.2857142857142857,0.0,0.2857142857142857
imagined,3,3,"I think its nice to come together with people who you assume are different than you are, and realize that no, its not that way at all.",0.2857142857142857,0.2857142857142857,0.4285714285714285
imagined,3,4,You also find out you like similar things.,0.1428571428571428,0.2857142857142857,0.4285714285714285
imagined,3,5,"They are low income people, and I even hate that term now, they are just people to me now, and I am just glad we were able to help them.",0.2857142857142857,0.1428571428571428,0.4285714285714285
imagined,3,6,I think it was just something that needed to happen for me to wake up a little bit.,0.2857142857142857,0.1428571428571428,0.2857142857142857
imagined,3,7,"Now I really want to do as much as I can to help people, either similar to me or just not in a good spot, like I am for now.",0.5714285714285714,0.1428571428571428,0.7142857142857143
imagined,3,8,"This also let me know that I might not always be in good spot, and that there are people out there who could and want to help me.",0.2857142857142857,0.1428571428571428,0.4285714285714285
imagined,3,9,"Besides the important thing of helping people who needed it, the whole garden part about it was really nice as well.",0.4285714285714285,0.2857142857142857,0.5714285714285714
imagined,3,10,"Now that I know more about that, and how it can bring people together, I am really intrigued by it.",0.4285714285714285,0.0,0.4285714285714285
imagined,3,11,"Its something that is a process, but at the same time it is also peaceful.",0.2857142857142857,0.0,0.2857142857142857
imagined,3,12,I think that is a hobby when it comes to gardening that is something I am going to look into.,0.4285714285714285,0.5714285714285714,0.7142857142857143
imagined,3,13,"It made those people happy, and it did me as well.",0.2857142857142857,0.4285714285714285,0.5714285714285714
imagined,3,14,This was something that I am just glad I got to experience with people who really ended up making me happy in the end as well.,0.2857142857142857,0.1428571428571428,0.2857142857142857
imagined,3,15,I look forward to helping more when I can.,0.4285714285714285,0.1428571428571428,0.4285714285714285
recalled,1,0,In May I signed up to volunteer at a garden giveaway in my town.,0.8571428571428571,0.4285714285714285,0.8571428571428571
recalled,1,1,"It's a program that provides plants, seeds, dirt and containers with dirt for portable gardens for low income people.",0.1428571428571428,0.1428571428571428,0.1428571428571428
recalled,1,2,"The lady that runs it was a friend and co-worker of mine, so when I decided to start volunteering I reached out to her and she said this was something she thought I'd like.",0.1428571428571428,0.8571428571428571,0.8571428571428571
recalled,1,3,I really wasn't sure what to expect when I got there.,0.0,0.0,0.0
recalled,1,4,I had worked in a community garden before and it seemed like most of the poor people who showed up just wanted the vegetables and didn't want to really put in the work needed to maintain the garden.,0.0,0.0,0.0
recalled,1,5,When I showed up I was kind of skeptical about how it would go but I was ready.,0.1428571428571428,0.1428571428571428,0.2857142857142857
recalled,1,6,The event was way more than I expected.,0.4285714285714285,0.0,0.4285714285714285
recalled,1,7,We had over 100 people show up.,0.4285714285714285,0.0,0.4285714285714285
recalled,1,8,"They didn't seem like they were just there for a handout, they wanted to learn how to maintain and grow the gardens we were giving them.",0.4285714285714285,0.0,0.4285714285714285
recalled,1,9,They asked about watering and sunlight and took a lot of time picking the plants they wanted to grow.,0.0,0.2857142857142857,0.2857142857142857
recalled,1,10,The best part about it was the kids that came.,0.2857142857142857,0.1428571428571428,0.2857142857142857
recalled,1,11,Sometimes they were more excited than the parents about starting the garden.,0.1428571428571428,0.1428571428571428,0.2857142857142857
recalled,1,12,It was encouraging to see.,0.1428571428571428,0.0,0.1428571428571428
recalled,1,13,"Wendy, the lady that runs the program said changing the mindset of the next generation of low income is important and I felt like we were doing that.",0.2857142857142857,0.2857142857142857,0.4285714285714285
recalled,1,14,Teaching them about the importance of vegetables and how you can grow your own might actually help them be better and healthier adults.,0.2857142857142857,0.2857142857142857,0.4285714285714285
recalled,1,15,It made me wish I had been better about this with my own son instead of just buying all my produce from the store.,0.2857142857142857,0.0,0.2857142857142857
recalled,1,16,I don't really know how all these gardens we gave away turned out.,0.0,0.0,0.0
recalled,1,17,"I'm sure maybe some people just gave up and didn't really continue and see results, but I;m sure that a lot of people did benefit from the giveaway and are enjoying the fruits of their labor today.",0.1428571428571428,0.0,0.1428571428571428
recalled,1,18,And I'm hopeful  that down the line we helped raise some future gardeners whose life will be better because of it.,0.1428571428571428,0.2857142857142857,0.4285714285714285
recalled,1,19,The whole experience of volunteering at the giveaway left me with a good feeling and I plan to work the event in years to come.,0.2857142857142857,0.1428571428571428,0.4285714285714285
recalled,1,20,It will be interesting to see if people return and maybe even have stories to tell or pictures of their successful gardens!,0.0,0.0,0.0
retold,2,0,This was a charity event that a charity in my town puts on every spring.,0.7142857142857143,0.5714285714285714,0.7142857142857143
retold,2,1,We provide beginner gardens for low income people so they can grow their own vegetables.,0.1428571428571428,0.4285714285714285,0.4285714285714285
retold,2,2,We give them dirt and plants and seeds to get started.,0.1428571428571428,0.2857142857142857,0.4285714285714285
retold,2,3,We even provide containers for them if they don't have a yard to plant in.,0.2857142857142857,0.4285714285714285,0.7142857142857143
retold,2,4,The local gardeners and high school career center students grow tomato and pepper plants and donate them to the event for the people to use to start their gardens.,0.2857142857142857,0.5714285714285714,0.7142857142857143
retold,2,5,I volunteer at this every year.,0.1428571428571428,0.5714285714285714,0.5714285714285714
retold,2,6,It's fun to see how excited the children are to be able to pick plants that they want.,0.1428571428571428,0.4285714285714285,0.5714285714285714
retold,2,7,It makes me feel good because I think what we're doing is showing them another way to feed themselves that's healthy and cheap.,0.0,0.7142857142857143,0.7142857142857143
retold,2,8,"The lady that runs it says we're helping the next generation rise out of poverty by giving them the skills to do different things that can better their lives, like growing healthy food.",0.2857142857142857,0.2857142857142857,0.5714285714285714
retold,2,9,Maybe when they get older they'll be healthier and continue to grow their gardens and even pass the tradition down to their kids.,0.2857142857142857,0.0,0.2857142857142857
retold,2,10,At this year's garden giveaway they had a Big Seed contest.,0.5714285714285714,0.2857142857142857,0.7142857142857143
retold,2,11,The charity gives the seeds to the local schools who give them to the students.,0.5714285714285714,0.1428571428571428,0.5714285714285714
retold,2,12,Each year it's a different seed.,0.1428571428571428,0.2857142857142857,0.4285714285714285
retold,2,13,The students are encouraged to grow the plant at home (this year it was watermelon) and bring it to the Garden Giveaway and enter it in a contest for biggest plant.,0.2857142857142857,0.5714285714285714,0.5714285714285714
retold,2,14,My favorite part of the giveaway this year was the look on the little boy's face who won for biggest plant!,0.4285714285714285,0.2857142857142857,0.7142857142857143
retold,2,15,He was so proud.,0.2857142857142857,0.0,0.2857142857142857
retold,2,16,It's moments like that that touch me the most.,0.2857142857142857,0.0,0.2857142857142857
retold,2,17,How easy it is to make a child feel special and proud of themselves.,0.1428571428571428,0.0,0.1428571428571428
imagined,1,0,Three months ago a trail of events happened that was really awful for me and my family.,0.625,0.125,0.625
imagined,1,1,First my mom fell and was hospitalized.,1.0,0.0,1.0
imagined,1,2,The she had to go to rehab to be able to function better but instead of getting better she had to go to a nursing home.,0.875,0.5,0.875
imagined,1,3,The doctors really didn't think she could live safely at home.,0.25,0.25,0.5
imagined,1,4,Shortly after she died in the nursing home.,0.875,0.375,1.0
imagined,1,5,It was the day we got the whole family together to visit her.,0.375,0.625,0.75
imagined,1,6,I am really devastated about this all happening so fast.,0.25,0.375,0.375
imagined,1,7,I still feel like I should be able to contact her anytime.,0.125,0.375,0.375
imagined,1,8,I sometimes wonder if I just speak into the sky if she will hear me.,0.125,0.25,0.375
imagined,1,9,I really should know better.,0.125,0.0,0.125
imagined,1,10,I have never believed in that stuff.,0.125,0.25,0.25
imagined,1,11,My family has been really supportive of one another.,0.375,0.75,0.875
imagined,1,12,I am really glad they are all able to lean on each other.,0.125,0.0,0.125
imagined,1,13,I am happy I have my boyfriend and my son to help me keep my mind off of it.,0.125,0.25,0.375
imagined,1,14,I just don't know if I will ever stop grieving.,0.25,0.625,0.625
recalled,3,0,My mother  had been living in a nursing home.,0.375,0.375,0.5
recalled,3,1,She had fallen at home and broke her wrist.,0.75,0.25,0.875
recalled,3,2,She was hospitalized.,0.625,0.25,0.75
recalled,3,3,They put a splint on her.,0.25,0.5,0.5
recalled,3,4,"They were afraid that due to her age, she was not strong enough and that caused her to fall.",0.0,0.375,0.375
recalled,3,5,They felt physical therapy would be beneficial to her.,0.0,0.5,0.5
recalled,3,6,She went from there to a 21 day physical rehab center.,0.5,0.625,0.75
recalled,3,7,They were unable to improve her strength or balance.,0.5,0.125,0.625
recalled,3,8,They felt that a nursing home was the onlhy choice for her to be safe.,0.5,0.625,0.625
recalled,3,9,Rehab was provided 3 times a day there.,0.125,0.625,0.75
recalled,3,10,She never regained her strength and died there in the last 90 days or so.,0.625,0.625,0.875
recalled,3,11,I was devasted because I had really hoped she would come.,0.375,0.375,0.5
recalled,3,12,I kept encouraging her.,0.0,0.75,0.75
recalled,3,13,She continued to work as hard as was possible at the time.,0.125,0.375,0.5
recalled,3,14,"During  her time there, though, I was relieved because I knew she was safe.",0.125,0.25,0.25
retold,2,0,I was concerned about the number of times my mother had fallen recently.,0.75,0.375,0.75
retold,2,1,"I was extremely nervous to be with her and watch her walk, and I was nervous to not be there and watch her walk.",0.375,0.5,0.625
retold,2,2,She fell when she was less than a foot away from me.,0.5,0.375,0.75
retold,2,3,"It happened so quickly, that I had no chance to help her or slow her fall.",0.125,0.0,0.125
retold,2,4,"I realized at that time that it didn't matter whether I was there or not, she was deteriorating and she would fall again.",0.125,0.625,0.625
retold,2,5,"I knew that at some point, she would break a bone.",0.25,0.375,0.5
retold,2,6,That is exactly what happened.,0.625,0.875,0.875
retold,2,7,She broke a bone in her wrist when  I wasn't there.,0.375,0.375,0.375
retold,2,8,I was actually quite relieved when the hospital suggested rehab.,0.5,0.375,0.75
retold,2,9,I hoped it would help strengthen her.,0.0,0.0,0.0
retold,2,10,"I also hoped that the rehab center would be able to convince her to use her walker, as I had been unable to do.",0.125,0.25,0.25
retold,2,11,She worked hard at rehab and was getting stronger.,0.5,0.75,0.875
retold,2,12,"She was never strong enough to go home, and she passed quietly in her sleep.",0.625,0.5,0.875
retold,2,13,I had hoped that she would be able to come home again.,0.125,0.125,0.125
retold,2,14,He had worked hard to keep everything just the way she liked things at her house.,0.125,0.625,0.625
imagined,2,0,I went to my cousin's wedding last Sunday and had a really good time.,0.875,0.25,1.0
imagined,2,1,All the family was there some of which I hadn't seen  in a really long time.,0.25,0.375,0.5
imagined,2,2,It was great catching up on all the family news and drama.,0.125,0.25,0.375
imagined,2,3,Everybody was in a good mood and were having fun.,0.125,0.25,0.375
imagined,2,4,After the wedding we all headed to the reception to enjoy some good food and entertainment.,0.375,0.5,0.75
imagined,2,5,My cousin however wasn't so happy when the caterers brought the food and cake out.,0.5,0.125,0.625
imagined,2,6,It was a disaster.,0.625,0.0,0.625
imagined,2,7,"They totally screwed up the menu, it was like they got another wedding order mixed up with my cousins.",0.625,0.0,0.625
imagined,2,8,There wasn't one thing on the menu that she had ordered.,0.25,0.125,0.375
imagined,2,9,"The cake was the same way, it wasn't even close to what she wanted and she was obviously upset in the wedding photos.",0.5,0.125,0.5
imagined,2,10,"She finally got over it and the fun started, the food turned out to be very tasty so all ended well.",0.25,0.25,0.5
imagined,2,11,We danced until we were bone tired.,0.25,0.375,0.625
imagined,2,12,The band was excellent and everybody said they enjoyed the music.,0.25,0.125,0.375
imagined,2,13,After the night was over and everybody was ready to go home the couple got in the car and left.,0.125,0.5,0.625
imagined,2,14,We all stood outside and watch them drive away waving and cheering.,0.0,0.375,0.375
recalled,3,0,My cousin got married about three months ago.,0.875,0.25,0.875
recalled,3,1,"Her husband's father owns a farm up in the country, and that's where they had the wedding.",0.5,0.0,0.5
